sub;pass;activity;math;cluster
3312;0;1014;1,96;43
3313;1;0,75;-548;43
3314;0;0,27;339;43
3315;0;-852;548;43
3316;1;0,02;29;43
3317;1;2355;-656;43
3318;1;363;-433;43
3319;1;499;0,88;43
3320;1;-96;-907;43
3321;0;-1014;753;43
3322;1;-862;-299;43
3323;1;-1101;-278;43
3324;1;764;874;43
3325;1;-572;-2028;43
3326;1;-495;-787;43
3327;1;1017;1243;43
3328;0;-627;1,51;43
3329;0;-1695;3025;43
3330;1;-481;-1096;43
3331;1;109;-749;43
3332;1;618;1479;43
3333;1;-928;-373;43
3334;1;0,48;285;43
3335;0;-1133;-54;43
3336;1;1624;203;43
3337;1;-1524;-809;43
3338;0;-152;0,04;43
3339;1;-432;-1027;43
3340;1;1446;82;43
3341;1;1929;1938;43
3342;1;1515;-1642;43
3343;1;-265;-1854;43
3344;0;-35;912;43
3345;1;-531;-202;43
3346;1;-0,45;-1984;43
3347;1;584;586;43
3348;1;988;1613;43
3349;0;-996;693;44
3350;1;373;378;44
3351;1;-1085;-827;44
3352;1;-543;-0,03;44
3353;1;-226;-595;44
3354;1;96;-1225;44
3355;1;-574;-1587;44
3356;0;-1937;776;44
3357;0;-444;1489;44
3358;1;-208;-723;44
3359;1;1549;-255;44
3360;1;-1234;344;44
3361;1;1,41;-888;44
3362;0;-569;1183;44
3363;1;2048;685;44
3364;1;-1494;-1289;44
3365;1;-1302;-505;44
3366;1;1734;-554;44
3367;1;-776;-0,3;44
3368;1;-197;-364;44
3369;1;-166;-869;44
3370;1;-252;-175;44
3371;1;-939;-914;44
3372;1;1284;355;44
3373;0;-2123;1259;44
3374;1;3608;579;44
3375;0;0,87;-703;44
3376;1;-44;-1665;44
3377;0;-1117;1577;44
3378;1;-1296;-422;44
3379;1;-257;893;44
3380;1;0,09;-967;44
3381;0;-0,29;1866;44
3382;1;1671;-1017;44
3383;1;-144;-1712;44
3384;1;-524;-867;44
3385;0;899;-995;44
3386;1;696;-775;44
3387;0;-623;0,91;44
3388;0;-728;917;44
3389;0;-1112;1951;44
3390;1;2081;-1406;44
3391;1;-1015;126;44
3392;1;309;-698;44
3393;0;-604;423;44
3394;1;46;657;44
3395;1;1,06;-146;44
3396;1;389;-698;44
3397;1;1407;-354;44
3398;0;-1944;334;44
3399;1;-862;-775;44
3400;0;-145;-14;44
3401;1;662;-1221;44
3402;1;205;456;44
3403;1;-339;-824;44
3404;1;-0,05;-2,11;44
3405;1;882;-2271;44
3406;0;-1077;893;44
3407;0;898;-383;44
3408;1;0,73;0,57;44
3409;0;-1054;0,78;44
3410;0;-1889;648;44
3411;0;217;1135;44
3412;1;235;0,07;44
3413;1;0,12;-1137;44
3414;1;-804;-1748;44
3415;1;437;-1478;44
3416;1;83;-269;44
3417;0;-79;2371;44
3418;1;1425;-504;44
3419;1;-1187;-1,07;44
3420;0;112;0,54;44
3421;1;-33;462;44
3422;1;1095;-355;44
3423;0;-2356;1993;44
3424;1;351;-374;44
3425;1;-741;-27;44
3426;0;-9;2154;44
3427;1;-1116;362;44
3428;1;-935;-459;44
3429;1;963;-1161;44
3430;0;244;1203;44
3431;1;1065;-2546;44
3432;1;-0,02;-868;44
3433;1;-1177;-126;44
3434;1;636;459;44
3435;1;2152;974;44
3436;1;897;1633;44
3437;1;-1;-761;44
3438;1;617;754;44
3439;0;857;968;44
3440;1;-1146;-1,48;44
3441;1;545;-526;44
3442;0;1493;-358;45
3443;0;-251;-1273;45
3444;0;-441;-553;45
3445;0;-1462;-336;45
3446;0;-492;-396;45
3447;1;1372;1241;45
3448;0;36;895;45
3449;0;219;-265;45
3450;0;0,41;-501;45
3451;0;692;-1329;45
3452;0;-764;188;45
3453;0;-301;-867;45
3454;0;-168;-367;45
3455;0;-553;-875;45
3456;0;-557;-1309;45
3457;0;268;-33;45
3458;0;-685;287;45
3459;0;-1381;696;45
3460;0;143;-896;45
3461;0;-487;-9;45
3462;0;1256;-19;45
3463;1;-18;1011;45
3464;0;1344;184;45
3465;0;-817;-825;45
3466;0;436;399;45
3467;0;443;-643;45
3468;0;-1322;1061;45
3469;1;357;1129;45
3470;0;-1052;-2,1;45
3471;0;1082;1049;45
3472;1;946;411;45
3473;0;755;-0,32;45
3474;0;-1033;-491;45
3475;1;333;-109;45
3476;0;-191;-662;45
3477;0;-763;-214;45
3478;0;-439;883;45
3479;0;-2014;1241;45
3480;1;1287;333;45
3481;0;-324;724;45
3482;1;0,9;501;45
3483;0;2124;-119;45
3484;0;-205;-1102;45
3485;0;-229;795;45
3486;0;902;-1235;45
3487;0;-1,47;462;45
3488;1;535;1095;45
3489;0;-1509;403;45
3490;1;1,48;1458;45
3491;0;-1134;-0,22;45
3492;0;-1287;-0,73;45
3493;1;-432;814;45
3494;0;-1815;1056;45
3495;1;1583;819;45
3496;1;1361;0,47;45
3497;1;1078;22;45
3498;0;-381;-1825;45
3499;0;21;302;45
3500;0;-1244;-1119;45
3501;0;-884;-2713;45
3502;0;-1895;414;45
3503;0;706;-63;45
3504;1;1,24;467;45
3505;1;619;579;45
3506;0;306;-658;45
3507;1;0,78;1,7;45
3508;0;501;-1282;45
3509;0;1,42;-1552;45
3510;0;-549;0,32;45
3511;0;-538;1066;45
3512;0;-284;625;45
3513;0;-1133;-158;45
3514;0;-1217;1037;45
3515;0;181;-642;45
3516;0;129;731;45
3517;0;1642;-134;45
3518;0;-1437;-1251;45
3519;0;849;-249;45
3520;1;1235;378;46
3521;1;-2093;-1,8;46
3522;0;-1101;181;46
3523;1;-194;-1741;46
3524;1;1522;-643;46
3525;1;853;336;46
3526;1;118;-2128;46
3527;1;-198;-1727;46
3528;1;346;-577;46
3529;0;-1687;2008;46
3530;1;948;408;46
3531;1;413;556;46
3532;1;-933;-875;46
3533;0;-976;1622;46
3534;0;-598;-74;46
3535;1;0,91;1293;46
3536;1;589;-334;46
3537;1;-515;155;46
3538;1;-429;13;46
3539;1;464;137;46
3540;1;-1323;-1617;46
3541;1;0;-1676;46
3542;0;-187;415;46
3543;1;378;242;46
3544;1;131;-151;46
3545;1;392;-405;46
3546;1;-78;-2455;46
3547;1;513;12;46
3548;0;-1126;956;46
3549;1;-1752;-386;46
3550;1;-944;-0,38;46
3551;1;-489;-1781;46
3552;1;-438;1;46
3553;1;637;-57;46
3554;1;178;-188;46
3555;0;65;1057;46
3556;1;-277;-457;46
3557;1;-1232;-596;46
3558;1;-176;-0,2;46
3559;0;374;1883;46
3560;1;-1176;-225;46
3561;0;-883;529;46
3562;0;-933;1662;46
3563;1;459;-971;46
3564;1;739;312;46
3565;1;-1465;-1269;46
3566;1;-926;-1881;46
3567;1;-1152;-0,89;46
3568;1;-917;-0,89;46
3569;1;627;187;46
3570;1;553;-771;46
3571;1;1721;942;46
3572;1;1232;-369;46
3573;0;822;1137;46
3574;0;-24;0,7;46
3575;1;-19;403;46
3576;1;316;0,27;46
3577;1;0,74;1392;46
3578;1;0,47;707;46
3579;0;-935;69;46
3580;1;0,47;405;46
3581;0;-1023;-261;46
3582;1;1603;-219;46
3583;1;-9;0,46;46
3584;1;221;481;46
3585;1;-284;347;46
3586;1;58;0,13;46
3587;0;-1762;1679;46
3588;0;-0,92;1913;46
3589;1;2293;2,16;46
3590;1;-1439;-119;46
3591;0;882;624;46
3592;1;324;-1268;46
3593;1;232;-281;46
3594;1;848;1302;46
3595;0;-2008;242;46
3596;1;1,58;4;46
3597;1;286;696;46
3598;1;-1396;-536;46
3599;1;-195;-573;46
3600;0;-329;1121;46
3601;0;-145;1,2;46
3602;1;585;785;46
3603;0;-1,06;1212;46
3604;0;0,44;-323;46
3605;1;-488;981;47
3606;0;-848;-1373;47
3607;1;907;-1848;47
3608;1;-229;-1167;47
3609;1;296;-8;47
3610;1;2502;786;47
3611;1;2033;-233;47
3612;1;9;-1554;47
3613;1;-266;-156;47
3614;0;-2477;2115;47
3615;1;746;343;47
3616;1;1638;-836;47
3617;1;-621;792;47
3618;1;0,44;-429;47
3619;1;-254;-1139;47
3620;1;0,62;-933;47
3621;1;-353;-393;47
3622;1;1597;-214;47
3623;1;94;772;47
3624;1;292;927;47
3625;1;915;-224;47
3626;1;597;1001;47
3627;1;1915;-528;47
3628;1;1,21;-335;47
3629;1;863;1,14;47
3630;1;723;646;47
3631;1;-1,01;-842;47
3632;1;-1194;-563;47
3633;1;1944;614;47
3634;1;572;-345;47
3635;1;-274;-1776;47
3636;1;1029;-727;47
3637;1;-685;38;47
3638;1;-352;-467;47
3639;1;198;416;47
3640;1;1753;-123;47
3641;1;1766;889;47
3642;1;-251;-498;47
3643;1;-1473;921;47
3644;1;-0,18;-588;47
3645;1;-0,8;808;47
3646;1;835;1453;47
3647;1;106;985;47
3648;0;-986;-1046;47
3649;1;718;-1211;47
3650;1;-454;993;47
3651;1;445;-521;47
3652;1;-0,24;1243;47
3653;1;319;1437;47
3654;1;-226;446;47
3655;1;73;-61;47
3656;1;-781;611;47
3657;1;-154;464;47
3658;1;628;92;47
3659;0;-1946;-772;47
3660;0;-2935;33;47
3661;1;-0,85;-718;47
3662;1;-381;167;47
3663;1;-542;-521;47
3664;0;-677;-1937;47
3665;1;58;1824;47
3666;1;1381;-1026;47
3667;1;-592;933;47
3668;1;1424;592;47
3669;1;976;-997;47
3670;0;382;-1749;47
3671;1;1149;1271;47
3672;1;1594;-319;47
3673;1;-446;14;47
3674;1;174;1,75;47
3675;1;886;-802;47
3676;1;593;-568;47
3677;1;-2378;-1079;47
3678;1;901;622;47
3679;1;-742;959;47
3680;1;-682;-207;47
3681;1;289;-0,28;47
3682;1;414;84;47
3683;1;499;2213;47
3684;1;494;1773;47
3685;1;0,13;-947;47
3686;1;372;0,6;47
3687;1;-392;161;47
3688;1;-0,04;-954;48
3689;1;-22;-89;48
3690;1;-1033;-1688;48
3691;0;368;-278;48
3692;0;-512;973;48
3693;0;255;1309;48
3694;1;748;2,15;48
3695;0;-579;-931;48
3696;0;89;-782;48
3697;0;142;-45;48
3698;1;-683;-2,6;48
3699;1;436;-729;48
3700;1;1547;484;48
3701;0;855;-1356;48
3702;1;0,2;-86;48
3703;1;1371;0,41;48
3704;0;-1757;447;48
3705;0;442;98;48
3706;1;-538;-1222;48
3707;0;121;-104;48
3708;1;788;637;48
3709;1;869;-486;48
3710;1;54;516;48
3711;1;1346;301;48
3712;1;1048;-1511;48
3713;1;543;-464;48
3714;1;-819;119;48
3715;1;61;499;48
3716;0;253;1501;48
3717;0;207;237;48
3718;1;-915;-969;48
3719;0;-315;15;48
3720;1;1494;-1089;48
3721;0;1006;417;48
3722;0;-0,83;857;48
3723;1;2446;-368;48
3724;0;-1041;114;48
3725;0;0,97;-276;48
3726;0;-888;691;48
3727;0;-28;849;48
3728;0;398;-0,06;48
3729;0;1169;-1412;48
3730;1;0,37;764;48
3731;1;525;1008;48
3732;0;-1774;195;48
3733;0;-0,05;0,95;48
3734;0;-1258;661;48
3735;0;1326;1,1;48
3736;0;542;284;48
3737;0;-235;-183;48
3738;1;584;1708;48
3739;1;1083;-1326;48
3740;0;-1077;307;48
3741;0;-1762;265;48
3742;0;-1461;-738;48
3743;1;505;-853;48
3744;1;-84;618;48
3745;1;1711;-1645;48
3746;0;0,13;1643;48
3747;0;547;-1759;48
3748;1;0,4;-248;49
3749;0;-1443;149;49
3750;1;25;194;49
3751;1;239;148;49
3752;1;-298;-84;49
3753;1;1119;179;49
3754;0;-11;633;49
3755;1;1957;-229;49
3756;0;-438;884;49
3757;1;-499;-516;49
3758;1;444;-2056;49
3759;1;72;-2,23;49
3760;0;-847;0,76;49
3761;1;-479;-0,74;49
3762;1;191;-845;49
3763;1;-181;201;49
3764;1;893;-0,86;49
3765;1;-234;221;49
3766;1;719;-166;49
3767;1;1126;597;49
3768;1;-1057;-611;49
3769;1;227;-1219;49
3770;1;804;651;49
3771;1;1302;0,21;49
3772;1;1,09;-1278;49
3773;1;433;609;49
3774;0;-827;-733;49
3775;1;0,1;-1352;49
3776;1;-0,4;-321;49
3777;1;3048;-226;49
3778;0;468;1175;49
3779;1;-246;347;49
3780;0;-709;-0,26;49
3781;1;1091;41;49
3782;1;1268;-4;49
3783;0;-942;-442;49
3784;1;-167;451;49
3785;1;1031;-1773;49
3786;0;-2077;2072;49
3787;1;392;35;49
3788;1;-111;-1,06;49
3789;1;-68;-668;49
3790;0;-1076;1,77;49
3791;0;-927;616;49
3792;0;944;0,01;49
3793;0;-731;622;49
3794;0;116;798;49
3795;0;157;819;49
3796;1;-24;182;49
3797;0;-376;1,44;49
3798;1;667;-575;49
3799;1;-198;-277;49
3800;1;-972;0,05;49
3801;0;-1181;1493;49
3802;0;173;1788;49
3803;1;1474;1157;49
3804;1;282;-0,24;49
3805;0;75;1786;49
3806;0;-1086;1021;49
3807;1;615;-702;49
3808;0;0,14;1167;49
3809;1;-0,03;-1,58;49
3810;0;-73;102;49
3811;1;257;-771;49
3812;1;-1059;-138;49
3813;1;696;646;49
3814;1;338;-1218;49
3815;1;726;-2467;49
3816;0;-242;1158;49
3817;1;1196;738;49
3818;0;-775;2573;49
3819;1;-264;-1167;49
3820;0;-636;-209;49
3821;1;0;-862;49
3822;1;818;-2099;49
3823;1;-0,5;-442;49
3824;1;879;155;49
3825;1;-488;114;49
3826;1;-869;-1026;49
3827;0;1369;1815;49
3828;0;-435;1055;49
3829;1;402;-1899;49
3830;1;-97;-904;49
3831;0;566;0,21;49
3832;1;-436;469;49
3833;1;735;284;49
3834;0;-1,68;1324;49
3835;1;-222;-114;49
3836;0;-646;713;49
3837;0;-685;-212;49
3838;1;561;-1018;49
3839;1;1896;-117;49
3840;0;566;-594;50
3841;0;-772;-694;50
3842;0;328;-1383;50
3843;0;0,27;711;50
3844;0;1019;-2934;50
3845;0;495;-0,18;50
3846;0;496;-936;50
3847;0;-571;113;50
3848;0;567;-1344;50
3849;0;1052;-885;50
3850;0;-763;0,22;50
3851;0;-981;1009;50
3852;0;-1503;-153;50
3853;0;-0,38;1417;50
3854;0;-757;116;50
3855;0;1299;-805;50
3856;0;587;-856;50
3857;0;-644;899;50
3858;0;1,87;-1,37;50
3859;0;123;705;50
3860;0;-1069;169;50
3861;0;-1,13;-687;50
3862;0;277;-693;50
3863;1;-291;-1116;50
3864;0;397;1149;50
3865;0;-925;423;50
3866;0;-743;-0,05;50
3867;1;872;-172;50
3868;0;-349;-451;50
3869;0;-1278;1864;50
3870;0;0,13;424;50
3871;0;519;2751;50
3872;0;-514;1666;50
3873;0;531;-159;50
3874;0;277;783;50
3875;0;0,93;-2114;50
3876;0;-0,09;753;50
3877;0;-1109;-1021;50
3878;0;1115;-1093;50
3879;0;1936;-134;50
3880;0;1277;862;50
3881;0;591;0,2;50
3882;0;111;-1614;50
3883;0;-1526;0,2;50
3884;0;-336;1409;50
3885;0;1401;349;50
3886;0;-1;-333;50
3887;0;-972;-93;50
3888;0;463;187;50
3889;0;387;-425;50
3890;1;1066;345;50
3891;1;1208;1163;50
3892;0;821;-679;50
3893;0;55;1054;50
3894;0;-0,81;691;50
3895;0;31;165;50
3896;0;-1503;-367;50
3897;0;-1559;414;50
3898;0;-0,87;613;50
3899;0;-1194;0,28;50
3900;0;363;1199;50
3901;0;-499;77;50
3902;1;36;1022;50
3903;0;-815;-157;50
3904;0;83;495;50
3905;0;-261;71;50
3906;0;-0,92;62;50
3907;1;1344;179;50
3908;0;0,24;1125;50
3909;0;622;888;50
3910;0;-896;-71;51
3911;0;268;-672;51
3912;0;-442;1284;51
3913;0;156;-1023;51
3914;1;73;783;51
3915;0;0,67;-808;51
3916;0;1637;-1196;51
3917;0;827;-334;51
3918;0;-0,55;-206;51
3919;0;9;-15;51
3920;0;358;-1,17;51
3921;0;112;-955;51
3922;0;-829;-1424;51
3923;1;-47;1265;51
3924;1;785;1986;51
3925;0;999;472;51
3926;0;563;-388;51
3927;0;-302;569;51
3928;1;1626;231;51
3929;1;1437;1,44;51
3930;0;313;-0,35;51
3931;1;1654;835;51
3932;0;33;-223;51
3933;0;199;-1054;51
3934;0;-152;-1457;51
3935;1;216;1753;51
3936;0;647;-677;51
3937;0;-1095;617;51
3938;0;1089;-229;51
3939;1;936;777;51
3940;0;867;-0,55;51
3941;0;-0,27;-105;51
3942;0;-1924;636;51
3943;0;-1232;-308;51
3944;1;549;1004;51
3945;0;-1064;-381;51
3946;0;-1,49;1141;51
3947;0;0,39;1554;51
3948;0;206;-453;51
3949;0;-979;-685;51
3950;0;-868;0,22;51
3951;0;-833;167;51
3952;0;38;-0,69;51
3953;1;-104;749;51
3954;0;-324;481;51
3955;0;-936;562;51
3956;0;784;264;51
3957;0;48;-0,84;51
3958;0;529;49;51
3959;0;-266;-512;51
3960;0;321;-883;51
3961;1;0,6;937;51
3962;0;-603;724;51
3963;0;-561;1231;51
3964;0;-125;1157;51
3965;0;0,09;239;51
3966;0;-2223;243;51
3967;1;1597;648;51
3968;0;-311;354;51
3969;0;219;-309;51
3970;0;-758;164;51
3971;1;-73;1242;51
3972;1;-124;1226;51
3973;0;-46;-923;51
3974;0;1615;-783;51
3975;1;-0,58;745;51
3976;0;-225;-841;51
3977;0;-1565;938;51
3978;0;-1213;-1051;51
3979;0;-817;-295;51
3980;0;8;175;51
3981;0;1225;-937;51
3982;0;1054;-826;51
3983;0;798;-322;51
3984;0;-549;217;51
3985;0;-436;182;51
3986;0;-1826;1118;51
3987;0;447;-875;51
3988;0;-636;351;51
3989;0;-289;1051;51
3990;1;-1165;-43;51
3991;1;0,78;485;51
3992;0;1304;-2123;51
3993;0;-821;201;51
3994;1;1659;1435;51
3995;0;-0,1;43;51
3996;0;-618;0,29;51
3997;0;-758;63;51
3998;1;-461;835;51
3999;1;1497;663;51
4000;0;4;-16;51
4001;1;-481;822;51
4002;1;-305;841;51
4003;0;-568;921;51
4004;0;-746;-1023;51
4005;1;981;98;51
4006;1;-522;1964;51
4007;0;-1415;866;51
4008;0;385;-663;51
4009;1;789;1625;52
4010;0;843;-0,26;52
4011;0;-1013;-376;52
4012;0;0,48;-759;52
4013;1;-371;289;52
4014;0;-125;-283;52
4015;0;405;-725;52
4016;0;-1224;788;52
4017;1;2711;-27;52
4018;0;-375;-778;52
4019;1;0,82;1062;52
4020;1;0,46;274;52
4021;1;619;53;52
4022;0;813;-2593;52
4023;1;1147;732;52
4024;0;-1317;-657;52
4025;0;-254;-0,07;52
4026;1;412;1142;52
4027;1;-1688;1564;52
4028;0;-325;-486;52
4029;1;2184;-897;52
4030;0;-1661;554;52
4031;0;-397;841;52
4032;0;493;-664;52
4033;0;-494;0,27;52
4034;1;-343;-362;52
4035;0;-1751;1569;52
4036;1;412;332;52
4037;1;684;853;52
4038;0;167;155;52
4039;0;73;-217;52
4040;0;-1057;-514;52
4041;0;-281;-1698;52
4042;1;769;-429;52
4043;1;-549;2806;52
4044;0;77;-1,15;52
4045;0;1,1;109;52
4046;0;-376;-479;52
4047;1;1116;636;52
4048;1;-338;55;52
4049;1;467;-415;52
4050;0;-1,32;195;52
4051;0;-91;14;52
4052;0;-959;131;52
4053;1;863;191;52
4054;0;-1383;424;52
4055;1;-598;745;52
4056;0;54;-1665;52
4057;1;-806;1605;52
4058;1;848;1665;52
4059;0;-464;-454;52
4060;1;-589;2014;52
4061;1;1149;2331;52
4062;1;-113;1,08;52
4063;0;167;175;52
4064;0;-1269;-1994;52
4065;0;952;-1863;52
4066;0;427;179;52
4067;0;-329;-1108;52
4068;0;-1039;-982;52
4069;0;271;-36;52
4070;0;-515;-229;52
4071;1;801;1227;52
4072;0;25;-0,72;52
4073;0;1,02;-232;52
4074;1;1986;213;52
4075;0;1703;-946;52
4076;0;-212;0,46;52
4077;0;-834;-0,45;52
4078;1;-605;922;52
4079;1;269;574;52
4080;0;1847;-1219;52
4081;0;445;-169;52
4082;1;347;551;52
4083;1;552;-542;52
4084;1;0,6;0,17;52
4085;0;-1138;-1212;53
4086;0;699;-0,06;53
4087;0;1072;-1937;53
4088;0;-252;-597;53
4089;0;1612;-1206;53
4090;0;618;-0,76;53
4091;0;1315;-1418;53
4092;0;1246;427;53
4093;1;812;621;53
4094;0;1,4;-1043;53
4095;1;312;2024;53
4096;0;-983;111;53
4097;0;-185;-3;53
4098;1;861;611;53
4099;0;-1503;-1008;53
4100;0;-1,59;166;53
4101;1;1739;318;53
4102;0;-0,06;-426;53
4103;0;-743;-28;53
4104;1;2181;0,8;53
4105;0;0,83;-171;53
4106;0;-127;484;53
4107;1;-55;295;53
4108;0;-367;-694;53
4109;0;1289;-154;53
4110;0;534;-0,59;53
4111;1;1508;-0,18;53
4112;0;803;115;53
4113;0;-904;-214;53
4114;0;-1097;-1,93;53
4115;1;953;1264;53
4116;0;-383;-1702;53
4117;1;52;-238;53
4118;0;932;-1778;53
4119;0;108;734;53
4120;0;-198;-805;53
4121;0;-39;-1999;53
4122;0;-0,91;0,85;53
4123;0;-2277;-0,51;53
4124;0;-1242;-508;53
4125;1;716;0,64;53
4126;0;857;-708;53
4127;0;86;-823;53
4128;1;903;386;53
4129;0;0,86;-62;53
4130;0;903;-97;53
4131;0;-789;455;53
4132;1;1607;1692;53
4133;1;-1032;1117;53
4134;0;-1685;-144;53
4135;1;-317;1485;53
4136;0;-637;329;53
4137;1;559;2375;53
4138;0;261;-276;53
4139;1;364;671;53
4140;0;216;-49;53
4141;0;-0,89;273;53
4142;0;-161;-1378;53
4143;1;1694;-276;53
4144;0;-1518;605;53
4145;0;0,15;-2501;53
4146;0;192;-934;53
4147;0;-729;1,51;53
4148;1;-1627;43;53
4149;0;1317;-1343;53
4150;0;-1626;-109;53
4151;0;-414;177;54
4152;0;-1986;-687;54
4153;0;1,45;-1554;54
4154;0;919;57;54
4155;0;-105;1916;54
4156;0;1084;766;54
4157;0;-2122;-953;54
4158;0;-1424;749;54
4159;0;-932;515;54
4160;0;0,64;989;54
4161;1;2382;0,76;54
4162;1;25;1744;54
4163;0;-1326;-279;54
4164;0;-349;132;54
4165;0;-1196;-629;54
4166;0;118;-1078;54
4167;0;341;-1493;54
4168;0;1196;262;54
4169;0;-2389;186;54
4170;0;-429;1507;54
4171;0;-1066;692;54
4172;1;-334;-791;54
4173;0;84;1319;54
4174;0;-525;556;54
4175;0;-2309;145;54
4176;0;795;-711;54
4177;0;-105;-747;54
4178;0;255;-31;54
4179;0;702;-3;54
4180;0;-456;55;54
4181;0;-0,36;127;54
4182;0;-252;674;54
4183;0;-1408;-2528;54
4184;0;-683;-786;54
4185;0;-514;931;54
4186;1;1563;1674;54
4187;0;837;-787;54
4188;0;-729;-222;54
4189;0;-885;1423;54
4190;0;-953;-1605;54
4191;1;1119;-26;54
4192;0;-1032;559;54
4193;1;2045;1988;54
4194;0;903;235;54
4195;0;1564;172;54
4196;1;1722;584;54
4197;0;836;-1819;54
4198;0;796;-112;54
4199;0;-201;-365;54
4200;0;289;-438;54
4201;1;427;1021;54
4202;0;-1685;-249;54
4203;0;-774;923;54
4204;0;473;-659;54
4205;0;22;951;54
4206;0;-1323;-984;54
4207;0;997;-0,28;54
4208;0;-92;-197;54
4209;0;164;-0,04;54
4210;0;834;-1354;54
4211;0;439;174;54
4212;0;-216;-1,16;54
4213;1;1147;744;54
4214;0;221;19;54
4215;0;296;-1061;55
4216;0;-211;-738;55
4217;0;-414;1096;55
4218;1;891;59;55
4219;0;-188;-905;55
4220;0;2111;-1009;55
4221;0;387;-932;55
4222;1;1159;-201;55
4223;0;952;-2831;55
4224;0;-2215;-753;55
4225;1;336;15;55
4226;0;-504;412;55
4227;0;1,01;-1764;55
4228;0;-1034;-748;55
4229;0;534;942;55
4230;0;1181;0,26;55
4231;1;225;1116;55
4232;1;-745;1591;55
4233;0;1045;-0,35;55
4234;1;-921;843;55
4235;0;1482;-1414;55
4236;0;1187;116;55
4237;0;-11;1468;55
4238;0;-359;-0,89;55
4239;1;1,32;1,65;55
4240;0;-1168;0,99;55
4241;0;-895;-1762;55
4242;0;-1064;498;55
4243;0;641;-499;55
4244;1;703;1252;55
4245;0;923;425;55
4246;0;-2341;-284;55
4247;0;-1499;357;55
4248;0;-0,1;1317;55
4249;0;1552;-1778;55
4250;1;1255;1;55
4251;0;1408;-272;55
4252;0;688;699;55
4253;0;218;-677;55
4254;0;181;-363;55
4255;1;-424;2985;55
4256;0;-116;-1,02;55
4257;0;298;-739;55
4258;0;-807;0,17;55
4259;1;1905;944;55
4260;0;-0,56;-577;55
4261;1;1632;1859;55
4262;0;-462;95;55
4263;0;-153;-0,31;55
4264;0;0,77;824;55
4265;1;731;968;55
4266;0;-1316;-0,18;56
4267;0;0,67;224;56
4268;1;1396;378;56
4269;0;802;1,39;56
4270;1;158;-1,25;56
4271;0;1014;-187;56
4272;1;449;1312;56
4273;0;273;-163;56
4274;1;-0,1;577;56
4275;0;-594;806;56
4276;0;-22;-2856;56
4277;1;1014;-42;56
4278;1;1,51;793;56
4279;1;1743;105;56
4280;1;1323;0,68;56
4281;0;-681;-1518;56
4282;1;-121;2365;56
4283;0;646;-744;56
4284;0;-0,61;924;56
4285;0;735;542;56
4286;0;-41;-1697;56
4287;0;1367;77;56
4288;1;369;-1371;56
4289;0;517;-1495;56
4290;0;-1017;-2562;56
4291;1;2375;-195;56
4292;0;-856;-102;56
4293;0;944;177;56
4294;1;768;1372;56
4295;0;-1187;-824;56
4296;1;-872;-702;56
4297;0;-58;-1518;56
4298;1;2196;1,37;56
4299;0;-1002;157;56
4300;0;1644;-1575;56
4301;0;281;-1256;56
4302;0;-1022;359;56
4303;1;923;763;56
4304;0;-2315;-871;56
4305;0;-889;-1361;56
4306;1;675;0,78;56
4307;0;-1532;1199;56
4308;1;772;768;56
4309;1;-1421;-782;56
4310;1;19;-291;56
4311;0;-1255;-234;56
4312;0;-1444;1014;56
4313;0;585;1406;56
4314;0;419;223;56
4315;0;-1,27;-1078;56
4316;0;312;-1,36;56
4317;0;701;-888;56
4318;0;397;-1141;56
4319;0;465;-708;56
4320;1;1784;1279;56
4321;0;913;-48;56
4322;0;-875;232;56
4323;0;-0,72;292;56
4324;0;-497;607;56
4325;0;-184;1455;56
4326;1;1361;1,24;56
4327;0;-795;256;56
4328;0;-611;448;56
4329;0;-122;-0,5;56
4330;0;-0,79;-2003;56
4331;0;-1045;-1027;56
4332;0;1593;-1532;56
4333;0;-556;-333;56
4334;0;589;12;56
4335;1;2008;632;56
4336;0;347;2,06;56
4337;0;584;0,09;56
4338;0;-394;-1722;56
4339;1;1,21;-168;56
4340;0;-231;927;56
4341;0;0,93;-574;56
4342;1;678;813;56
4343;1;1032;782;56
4344;0;346;558;56
4345;1;-262;365;57
4346;0;-407;-838;57
4347;1;1326;-3;57
4348;0;-375;852;57
4349;1;353;-1162;57
4350;1;1045;1863;57
4351;1;1224;225;57
4352;0;-495;752;57
4353;1;1292;2163;57
4354;0;-2352;588;57
4355;0;-1023;1233;57
4356;0;46;-1068;57
4357;1;766;-1911;57
4358;1;669;21;57
4359;0;-1,09;688;57
4360;1;-563;-0,93;57
4361;1;701;631;57
4362;1;2379;341;57
4363;1;1477;-369;57
4364;1;767;1185;57
4365;1;-102;429;57
4366;0;233;876;57
4367;1;251;1868;57
4368;1;513;-836;57
4369;1;-708;541;57
4370;0;-1105;-947;57
4371;1;1066;-661;57
4372;1;675;137;57
4373;1;-2,35;-861;57
4374;0;181;-501;57
4375;1;33;-1057;57
4376;1;-1036;-2095;57
4377;1;2076;-734;57
4378;0;-268;168;57
4379;1;1651;-535;57
4380;1;-863;1069;57
4381;0;-12;1352;57
4382;1;-1669;29;57
4383;1;1109;1113;57
4384;0;-221;-94;57
4385;1;-673;-782;57
4386;0;-1798;368;57
4387;0;-1142;1058;57
4388;1;679;222;57
4389;1;662;-1033;57
4390;1;-21;332;57
4391;0;595;0,59;57
4392;1;1505;157;57
