"";"pass";"math";"activity";"school"
"2257";0;-1,374;0,419;"31"
"2258";1;2,421;-1,155;"31"
"2259";1;0,405;-0,557;"31"
"2260";0;-1,077;1,039;"31"
"2261";1;-0,967;-1,078;"31"
"2262";1;0,057;0,195;"31"
"2263";1;-1,179;-0,827;"31"
"2264";1;-1,973;-1,95;"31"
"2265";1;-1,271;-2,52;"31"
"2266";1;-0,161;-1,572;"31"
"2267";1;1,23;0,136;"31"
"2268";1;1,248;-0,256;"31"
"2269";1;-0,767;0,418;"32"
"2270";1;-1,179;0,953;"32"
"2271";1;1,477;1,397;"32"
"2272";1;0,467;0,475;"32"
"2273";1;0,461;0,724;"32"
"2274";1;-1,955;0,078;"32"
"2275";1;0,242;-1,55;"32"
"2276";1;0,586;-0,093;"32"
"2277";1;0,472;1,515;"32"
"2278";1;0,19;-1,666;"32"
"2279";1;0,862;-0,127;"32"
"2280";0;0,126;-0,594;"32"
"2281";1;-0,833;0,498;"32"
"2282";1;-1,673;-0,035;"32"
"2283";1;1,064;1,514;"32"
"2284";1;0,29;-1,998;"32"
"2285";1;1,92;-0,271;"32"
"2286";1;0,985;-0,473;"32"
"2287";1;-2,029;-0,931;"32"
"2288";0;-1,357;-0,542;"32"
"2289";1;1,141;1,885;"32"
"2290";1;0,382;1,733;"32"
"2291";1;-1,428;-0,063;"32"
"2292";1;-1,41;1,065;"32"
"2293";1;0,048;-0,247;"32"
"2294";1;-0,249;-0,659;"32"
"2295";1;-1,776;-0,299;"32"
"2296";1;-0,038;0,779;"32"
"2297";1;0,242;0,032;"32"
"2298";1;2,87;1,974;"32"
"2299";1;1,734;-1,462;"32"
"2300";1;-1,226;0,536;"32"
"2301";1;0,125;0,495;"32"
"2302";1;-1,324;0,481;"32"
"2303";1;0,005;0,64;"32"
"2304";1;-1,202;-1,657;"32"
"2305";0;0,22;-1,342;"32"
"2306";1;1,72;0,41;"32"
"2307";1;-0,294;0,179;"32"
"2308";1;1,716;1,056;"32"
"2309";1;-0,877;1,06;"32"
"2310";1;-0,309;0,869;"32"
"2311";1;0,383;-2,279;"32"
"2312";1;0,327;0,443;"32"
"2313";1;3,298;-0,029;"32"
"2314";1;-0,323;1,764;"32"
"2315";0;1,288;-1,026;"32"
"2316";1;-0,496;0,191;"32"
"2317";1;-1,146;-0,318;"32"
"2318";1;1,447;0,031;"32"
"2319";1;-1,066;-0,829;"32"
"2320";1;-0,34;0,869;"32"
"2321";1;0,065;-0,464;"32"
"2322";1;-0,353;-0,887;"32"
"2323";1;0,26;0,624;"32"
"2324";1;-1,434;0,342;"32"
"2325";1;-1,23;1,199;"32"
"2326";1;-0,968;0,262;"32"
"2327";0;0,127;-1,979;"32"
"2328";1;1,15;-1,38;"32"
"2329";1;-0,157;-0,663;"32"
"2330";1;0,433;0,812;"32"
"2331";0;0,001;-0,909;"32"
"2332";1;-2,018;-0,859;"32"
"2333";1;-1,48;0,301;"32"
"2334";1;-0,175;-0,183;"32"
"2335";1;-0,59;-0,273;"32"
"2336";1;-1,233;0,172;"32"
"2337";1;2,189;-0,629;"32"
"2338";1;0,212;-1,501;"32"
"2339";1;0,091;0,797;"32"
"2340";1;-0,529;-0,078;"32"
"2341";1;1,248;-0,437;"32"
"2342";1;-1,358;0,038;"32"
"2343";1;0,392;-1,012;"32"
"2344";1;1,1;-0,027;"32"
"2345";1;-1,387;-1,422;"32"
"2346";1;-0,371;-0,063;"32"
"2347";0;1,14;-2,044;"32"
"2348";1;-1,871;-1,047;"32"
"2349";1;1,27;0,193;"32"
"2350";1;1,638;-0,131;"32"
"2351";0;-1,501;-1,112;"32"
"2352";0;0,067;1,715;"33"
"2353";0;1,387;1,932;"33"
"2354";0;0,569;-1,009;"33"
"2355";0;-0,37;-0,866;"33"
"2356";0;-0,611;0,941;"33"
"2357";0;-1,417;-0,517;"33"
"2358";0;-0,12;-0,571;"33"
"2359";0;0,083;0,149;"33"
"2360";1;-0,161;-0,243;"33"
"2361";0;0,157;0,555;"33"
"2362";0;-0,321;0,17;"33"
"2363";0;0,96;0,038;"33"
"2364";1;0,3;1,211;"33"
"2365";0;0,528;3,512;"33"
"2366";0;-1,557;1,809;"33"
"2367";1;0,41;2,376;"33"
"2368";0;-0,9;-2,5;"33"
"2369";0;0,677;0,295;"33"
"2370";0;-0,208;-0,444;"33"
"2371";0;2,569;-0,733;"33"
"2372";0;1,404;-0,205;"33"
"2373";0;-0,203;2,342;"33"
"2374";0;1,582;1,127;"33"
"2375";0;0,148;0,72;"33"
"2376";0;-0,437;-0,184;"33"
"2377";0;-1,501;0,922;"33"
"2378";0;-1,804;1,524;"33"
"2379";0;0,026;-0,615;"33"
"2380";0;-2,132;-0,174;"33"
"2381";0;-0,239;-0,313;"33"
"2382";1;-0,453;-1,15;"33"
"2383";0;-0,54;-0,502;"33"
"2384";0;-0,291;-0,948;"33"
"2385";0;1,587;0,075;"33"
"2386";1;1,317;-1,149;"33"
"2387";0;1,234;-0,456;"33"
"2388";0;-0,859;-0,425;"33"
"2389";0;0,595;-1,737;"33"
"2390";0;-0,279;0,852;"33"
"2391";0;0,384;-0,406;"33"
"2392";0;-0,039;-1,286;"33"
"2393";0;0,704;0,361;"33"
"2394";0;0,518;-1,1;"33"
"2395";0;0,004;-1,965;"33"
"2396";0;-0,455;-0,337;"33"
"2397";0;0,059;1,012;"33"
"2398";0;-0,068;0,436;"33"
"2399";0;-1,093;0,968;"33"
"2400";0;0,414;-0,186;"33"
"2401";0;0,267;-2,047;"33"
"2402";0;0,684;-0,87;"33"
"2403";0;-1,055;-0,031;"33"
"2404";1;-0,886;-1,447;"33"
"2405";0;0,678;-0,753;"33"
"2406";0;-1,41;0,729;"33"
"2407";1;-2,1;-1,491;"33"
"2408";0;0,094;0,598;"33"
"2409";0;0,376;0,706;"34"
"2410";0;-0,205;0,853;"34"
"2411";1;0,144;0,401;"34"
"2412";1;0,646;0,38;"34"
"2413";0;1,092;1,473;"34"
"2414";0;-1,113;2,464;"34"
"2415";0;-1,976;-0,331;"34"
"2416";0;0,182;0,493;"34"
"2417";1;1,357;-1,854;"34"
"2418";1;0,745;-0,843;"34"
"2419";1;-0,228;0,557;"34"
"2420";1;-0,169;-0,251;"34"
"2421";0;1,893;1,624;"34"
"2422";1;1,269;0,623;"34"
"2423";0;-0,961;-0,076;"34"
"2424";1;-0,645;-1,044;"34"
"2425";0;1,552;1,374;"34"
"2426";0;0,26;-0,348;"34"
"2427";1;-0,684;-0,275;"34"
"2428";1;0,966;-0,642;"34"
"2429";0;-0,248;1,07;"34"
"2430";1;1,128;-0,984;"34"
"2431";0;-0,839;-0,387;"34"
"2432";1;0,818;-0,774;"34"
"2433";1;0,108;-0,571;"34"
"2434";0;-1,122;0,29;"34"
"2435";0;0,315;1,318;"34"
"2436";0;2,018;1,203;"34"
"2437";1;-1,445;-0,526;"34"
"2438";0;-0,906;1,884;"34"
"2439";0;-0,573;0,649;"34"
"2440";0;-0,616;0,162;"34"
"2441";0;0,962;1,081;"34"
"2442";1;-1,585;-1,323;"34"
"2443";0;0,537;0,298;"34"
"2444";0;0,338;0,91;"34"
"2445";1;0,632;0,105;"34"
"2446";1;-0,987;0,39;"34"
"2447";0;1,913;1,461;"34"
"2448";1;-0,637;-0,1;"34"
"2449";0;0,212;1,034;"34"
"2450";1;-0,463;-0,207;"34"
"2451";0;-0,205;1,325;"34"
"2452";1;0,091;-0,01;"34"
"2453";1;0,435;0,263;"34"
"2454";1;0,396;0,001;"34"
"2455";1;0,297;-1,547;"34"
"2456";1;-0,671;-1,39;"34"
"2457";0;-0,517;-0,043;"34"
"2458";0;-0,35;0,746;"34"
"2459";1;0,159;-0,356;"34"
"2460";0;-0,02;0,734;"34"
"2461";0;-1,234;0,226;"34"
"2462";0;0,119;-0,505;"34"
"2463";0;0,788;0,673;"34"
"2464";1;0,397;0,266;"34"
"2465";0;-0,798;0,617;"34"
"2466";1;1,91;0,329;"34"
"2467";1;-0,598;-0,854;"34"
"2468";1;0,256;-0,009;"34"
"2469";1;0,752;-1,626;"34"
"2470";1;-0,509;-0,074;"34"
"2471";0;-0,306;0,402;"34"
"2472";1;0,291;-1,119;"34"
"2473";0;-0,176;0,313;"34"
"2474";0;-0,402;0,13;"34"
"2475";1;0,238;0,156;"34"
"2476";1;0,392;-0,56;"34"
"2477";0;-0,824;2,102;"34"
"2478";0;0,524;1,238;"34"
"2479";0;-0,071;0,139;"34"
"2480";0;-0,453;1,558;"34"
"2481";1;1,786;-0,767;"34"
"2482";0;1,893;0,862;"34"
"2483";0;-1,489;0,654;"34"
"2484";1;-0,567;-1,113;"34"
"2485";1;0,13;-0,75;"34"
"2486";1;-1,151;-0,854;"34"
"2487";1;-0,478;0,1;"34"
"2488";1;0,857;1,586;"35"
"2489";1;0,667;-0,887;"35"
"2490";1;0,064;-1,453;"35"
"2491";1;0,132;0,745;"35"
"2492";1;-0,386;-0,28;"35"
"2493";1;0,461;0,893;"35"
"2494";1;0,299;0,144;"35"
"2495";1;0,935;-0,625;"35"
"2496";1;-0,606;-0,953;"35"
"2497";1;-1,956;-0,776;"35"
"2498";1;-0,19;-0,146;"35"
"2499";1;-1,247;-0,07;"35"
"2500";1;1,211;0,343;"35"
"2501";1;0,613;-0,148;"35"
"2502";1;-1,583;-0,484;"35"
"2503";1;-0,501;-0,24;"35"
"2504";1;-0,474;-0,409;"35"
"2505";1;0,001;0,786;"35"
"2506";1;-0,186;-0,707;"35"
"2507";0;1,042;-1,291;"35"
"2508";1;-0,47;-0,973;"35"
"2509";1;-2,316;0,126;"35"
"2510";0;0,28;0,5;"35"
"2511";1;-0,524;0,224;"35"
"2512";1;-1,338;-0,57;"35"
"2513";1;0,162;-0,206;"35"
"2514";1;1,519;-0,046;"35"
"2515";1;0,036;0,642;"35"
"2516";1;-1,549;1,426;"35"
"2517";1;1,456;-0,666;"35"
"2518";1;-1,722;-0,374;"35"
"2519";1;-1,569;0,975;"35"
"2520";1;-2,625;0,129;"35"
"2521";1;-2,552;-0,27;"35"
"2522";1;1,507;0,456;"35"
"2523";1;-0,184;0,107;"35"
"2524";1;0,403;0,212;"35"
"2525";0;-1,391;-0,254;"35"
"2526";1;0,436;0,914;"35"
"2527";0;-1,251;1,787;"35"
"2528";1;-1,044;-0,412;"35"
"2529";1;0,03;-0,376;"35"
"2530";1;0,039;-1,309;"35"
"2531";0;0,252;-0,226;"35"
"2532";1;0,366;-0,592;"35"
"2533";1;0,268;-0,55;"35"
"2534";1;-1,132;1,352;"35"
"2535";1;0,157;-0,286;"35"
"2536";1;1,251;-1,672;"35"
"2537";0;-1,701;0,797;"35"
"2538";1;1,223;0,085;"35"
"2539";1;-0,44;-0,364;"35"
"2540";1;-0,064;-0,02;"35"
"2541";1;-0,947;-0,06;"36"
"2542";1;0,068;-0,458;"36"
"2543";0;-0,833;1,76;"36"
"2544";1;0,38;0,748;"36"
"2545";1;1,813;-0,956;"36"
"2546";1;1,723;0,095;"36"
"2547";1;0,596;-0,547;"36"
"2548";1;-0,933;-0,576;"36"
"2549";1;-0,19;-0,05;"36"
"2550";1;0,348;-0,104;"36"
"2551";1;1,529;-0,528;"36"
"2552";1;-0,716;-0,818;"36"
"2553";1;0,276;-0,972;"36"
"2554";1;-1,343;0,016;"36"
"2555";1;-0,089;0,255;"36"
"2556";1;-1,822;-0,355;"36"
"2557";1;-0,066;0,108;"36"
"2558";1;-0,438;1,339;"36"
"2559";1;1,536;1,219;"36"
"2560";1;0,828;-0,792;"36"
"2561";1;-1,167;0,106;"36"
"2562";1;0,828;-0,594;"36"
"2563";1;-0,538;-0,738;"36"
"2564";1;1,651;-0,561;"36"
"2565";1;0,101;-0,577;"36"
"2566";1;0,485;-0,298;"36"
"2567";1;0,289;-0,461;"36"
"2568";1;0,224;0,915;"36"
"2569";1;-0,674;2,248;"36"
"2570";0;-0,181;1,758;"36"
"2571";1;-0,032;-0,417;"36"
"2572";1;-1,156;0,279;"36"
"2573";1;2,81;0,266;"36"
"2574";1;1,414;0,636;"36"
"2575";1;-0,027;-0,151;"36"
"2576";1;1,289;-0,199;"36"
"2577";1;0,445;0,751;"36"
"2578";1;0,283;-0,441;"36"
"2579";1;1,358;1,313;"36"
"2580";1;0,182;-0,846;"36"
"2581";1;-0,787;-2,596;"36"
"2582";1;0,309;-0,89;"36"
"2583";1;0,518;2,343;"36"
"2584";1;0,351;0,128;"36"
"2585";1;1,145;0,651;"36"
"2586";1;-0,648;-0,359;"36"
"2587";1;1,257;-0,068;"36"
"2588";1;-1,064;2,074;"36"
"2589";1;-0,139;0,25;"36"
"2590";1;-0,72;-1,567;"36"
"2591";1;0,765;-1,501;"36"
"2592";1;0,48;-1,027;"36"
"2593";0;-1,048;0,231;"36"
"2594";1;-0,291;0,687;"36"
"2595";1;-0,604;-0,022;"36"
"2596";1;0,86;1,545;"36"
"2597";1;-0,321;1,038;"36"
"2598";1;-0,182;-0,157;"36"
"2599";1;0,647;0,871;"36"
"2600";1;0,99;1,217;"36"
"2601";1;-0,779;0,414;"36"
"2602";0;-2,043;0,885;"36"
"2603";1;0,795;-0,001;"36"
"2604";1;-0,137;-0,066;"36"
"2605";1;1,251;2,199;"36"
"2606";1;-1,19;-1,311;"36"
"2607";1;-2,015;0,188;"36"
"2608";1;-0,88;-0,06;"36"
"2609";1;1,38;2,651;"36"
"2610";1;0,349;-0,818;"36"
"2611";1;0,188;-0,528;"36"
"2612";1;0,577;-0,847;"36"
"2613";1;1,066;1,683;"36"
"2614";0;-0,171;0,98;"36"
"2615";1;-0,157;0,868;"36"
"2616";0;-0,715;1,506;"36"
"2617";1;0,697;-0,392;"36"
"2618";1;-0,479;0,351;"36"
"2619";1;1,535;-0,614;"36"
"2620";1;0,305;-1,103;"36"
"2621";1;1,195;0,948;"36"
"2622";1;-0,289;-0,842;"36"
"2623";0;0,879;-0,696;"36"
"2624";1;0,158;-1,767;"36"
"2625";1;0,252;0,819;"36"
"2626";1;-0,378;0,93;"36"
"2627";1;1,208;-0,131;"36"
"2628";1;1,033;-0,891;"36"
"2629";1;-1,106;-0,322;"36"
"2630";1;-0,878;-1,096;"36"
"2631";1;0,2;-0,041;"36"
"2632";0;0,445;2,138;"37"
"2633";0;1,22;-0,201;"37"
"2634";1;0,188;0,651;"37"
"2635";1;1,729;-0,353;"37"
"2636";0;-0,478;0,538;"37"
"2637";0;-0,428;1,462;"37"
"2638";0;-0,601;0,011;"37"
"2639";0;0,775;0,139;"37"
"2640";0;-0,064;1,194;"37"
"2641";0;-0,672;0,426;"37"
"2642";1;-0,425;-1,202;"37"
"2643";0;-0,159;-0,365;"37"
"2644";1;0,996;-0,534;"37"
"2645";0;0,767;0,309;"37"
"2646";0;-1,41;0,164;"37"
"2647";0;-0,12;0,473;"37"
"2648";1;-0,608;0,208;"37"
"2649";0;0,357;0,363;"37"
"2650";0;-0,852;0,19;"37"
"2651";0;0,143;-1,99;"37"
"2652";0;-1,761;0,101;"37"
"2653";0;0,691;0,221;"37"
"2654";0;0,179;2,349;"37"
"2655";0;1,174;0,153;"37"
"2656";0;0,521;0,667;"37"
"2657";0;-0,047;0,223;"37"
"2658";0;-0,249;0,244;"37"
"2659";0;-0,995;1,205;"37"
"2660";1;0,643;1,165;"37"
"2661";0;-0,002;-1,044;"37"
"2662";0;0,716;-0,353;"37"
"2663";0;-1,21;0,395;"37"
"2664";0;1,823;-0,542;"37"
"2665";0;1,703;0,417;"37"
"2666";0;-0,907;0,91;"37"
"2667";0;-0,248;-0,276;"37"
"2668";1;1,077;-0,23;"37"
"2669";0;-1,284;-0,035;"37"
"2670";1;-1,483;-0,909;"37"
"2671";0;-1,225;-0,646;"37"
"2672";0;0,148;0,19;"37"
"2673";0;-0,211;0,047;"37"
"2674";0;-0,121;-0,337;"37"
"2675";0;-1,479;-0,58;"37"
"2676";0;1,971;0,024;"37"
"2677";0;0,058;3,422;"37"
"2678";1;0,183;-0,063;"37"
"2679";1;0,864;0,532;"37"
"2680";1;-1,243;-0,15;"37"
"2681";1;0,676;-0,911;"37"
"2682";0;0,894;-1,137;"37"
"2683";0;-1,092;0,342;"37"
"2684";0;0,568;0,602;"37"
"2685";0;-3,512;-1,076;"37"
"2686";0;0,007;-2,059;"38"
"2687";0;-0,859;1,329;"38"
"2688";1;-0,138;0,201;"38"
"2689";1;0,97;0,294;"38"
"2690";0;0,471;-2,634;"38"
"2691";0;1,412;-1,743;"38"
"2692";0;0,636;-1,53;"38"
"2693";1;-0,369;1,964;"38"
"2694";1;1,056;0,987;"38"
"2695";1;0,305;1,638;"38"
"2696";1;0,681;-1,1;"38"
"2697";1;1,454;-1,637;"38"
"2698";0;0,305;-1,526;"38"
"2699";0;-0,736;0,264;"38"
"2700";0;-0,56;-0,935;"38"
"2701";1;-1,459;-1,765;"38"
"2702";0;0,37;-0,589;"38"
"2703";0;0,575;-1,498;"38"
"2704";0;0,192;0,266;"38"
"2705";1;0,644;0,774;"38"
"2706";1;-0,133;-0,742;"38"
"2707";0;-1,219;-0,723;"38"
"2708";1;0,087;0,876;"38"
"2709";1;-0,347;-0,331;"38"
"2710";1;2,181;0,131;"38"
"2711";0;-0,172;-1,039;"38"
"2712";0;0,616;-0,399;"38"
"2713";1;1,749;0,339;"38"
"2714";1;1,111;-0,702;"38"
"2715";0;-1,609;0,908;"38"
"2716";1;-2,163;0,116;"38"
"2717";1;-0,703;0,588;"38"
"2718";1;1,082;0,417;"38"
"2719";0;1,036;-0,515;"38"
"2720";0;-0,373;-1,116;"38"
"2721";0;0,196;0,493;"38"
"2722";1;1,496;1,097;"38"
"2723";0;-1,387;0,757;"38"
"2724";0;-2,163;1,536;"38"
"2725";1;0,597;0,226;"38"
"2726";0;-1,826;0,652;"38"
"2727";1;0,297;1,443;"38"
"2728";1;0,975;-1,029;"38"
"2729";1;0,734;-1,073;"38"
"2730";1;0,791;-1,49;"38"
"2731";0;0,718;-0,566;"38"
"2732";1;-0,051;0,253;"38"
"2733";0;0,22;-1,209;"38"
"2734";0;-0,599;-0,533;"38"
"2735";0;-0,197;0,19;"38"
"2736";1;0,59;0,362;"38"
"2737";0;-0,579;0,062;"38"
"2738";0;-0,537;0,67;"38"
"2739";1;0,363;-0,124;"38"
"2740";1;0,423;2,509;"38"
"2741";0;-0,072;1,394;"38"
"2742";1;1,595;0,153;"38"
"2743";0;-0,075;-1,258;"38"
"2744";1;1,13;0,74;"38"
"2745";0;0,223;-0,763;"38"
"2746";1;-0,44;0,376;"38"
"2747";1;-1,122;2,404;"38"
"2748";1;0,164;1,263;"39"
"2749";1;1,666;0,146;"39"
"2750";1;-0,317;-0,976;"39"
"2751";1;0,509;-0,645;"39"
"2752";1;0,835;-0,28;"39"
"2753";1;-1,382;-0,833;"39"
"2754";1;-1,185;-1,264;"39"
"2755";1;-0,683;-0,483;"39"
"2756";1;0,866;-0,265;"39"
"2757";1;-0,893;0,842;"39"
"2758";1;-0,485;0,903;"39"
"2759";1;-0,131;0,684;"39"
"2760";0;0,608;1,816;"39"
"2761";1;2,163;-0,976;"39"
"2762";1;1,372;0,531;"39"
"2763";1;2,886;-0,338;"39"
"2764";1;-0,77;-0,235;"39"
"2765";0;-0,29;1,063;"39"
"2766";1;1,305;0,794;"39"
"2767";0;-0,808;-0,53;"39"
"2768";1;0,729;-0,091;"39"
"2769";1;1,132;0,305;"39"
"2770";1;-0,437;0,954;"39"
"2771";0;-1,635;0,673;"39"
"2772";1;-1,532;0,033;"39"
"2773";1;-0,491;-0,018;"39"
"2774";0;0,26;-0,133;"39"
"2775";0;-0,332;0,203;"39"
"2776";1;0,806;0,628;"39"
"2777";1;0,713;1,697;"39"
"2778";1;0,017;-1,59;"39"
"2779";1;-0,602;-0,449;"39"
"2780";1;-1,315;-1,524;"39"
"2781";1;0,295;1,026;"39"
"2782";1;-0,858;0,27;"39"
"2783";1;-0,776;-0,807;"39"
"2784";1;-1,878;-0,125;"39"
"2785";0;-1,373;0,623;"39"
"2786";1;0,328;0,222;"39"
"2787";1;-0,009;0,791;"39"
"2788";0;-1,317;0,308;"39"
"2789";0;-1,68;0,277;"39"
"2790";0;0,128;1,372;"39"
"2791";0;-0,959;-0,141;"39"
"2792";1;-1,048;1,077;"39"
"2793";0;0,667;1,383;"39"
"2794";1;-0,747;-0,851;"39"
"2795";0;0,45;0,588;"39"
"2796";1;0,135;0,382;"39"
"2797";1;0,723;0,64;"39"
"2798";1;1,515;0,84;"39"
"2799";1;1,266;-1,475;"39"
"2800";0;-1,706;0,13;"39"
"2801";1;-0,656;0,642;"39"
"2802";0;-0,04;0,425;"40"
"2803";1;0,525;-0,01;"40"
"2804";0;-1,736;-0,167;"40"
"2805";0;-2,073;0,981;"40"
"2806";0;0,725;0,293;"40"
"2807";1;0,3;0,077;"40"
"2808";1;-0,853;0,478;"40"
"2809";0;0,057;0,566;"40"
"2810";1;-0,68;-0,001;"40"
"2811";1;-0,15;1,12;"40"
"2812";1;-0,452;-1,059;"40"
"2813";0;2,413;-0,829;"40"
"2814";0;0,624;-0,795;"40"
"2815";0;-0,111;0,106;"40"
"2816";0;-0,233;0,873;"40"
"2817";0;-0,438;-1,382;"40"
"2818";1;-0,598;-1,41;"40"
"2819";0;-0,67;-1,045;"40"
"2820";1;1,423;0,613;"40"
"2821";0;-0,053;0,474;"40"
"2822";0;1,323;0,715;"40"
"2823";1;0,773;-0,785;"40"
"2824";0;-1,732;0,643;"40"
"2825";1;-1,025;-1,121;"40"
"2826";0;-0,674;0,683;"40"
"2827";1;0,53;0,908;"40"
"2828";1;2,289;-0,87;"40"
"2829";1;-2,264;-2,149;"40"
"2830";0;-1,145;-0,906;"40"
"2831";0;1,351;0,099;"40"
"2832";1;0,863;1,372;"40"
"2833";1;-1,035;0,087;"40"
"2834";0;-0,616;-0,69;"40"
"2835";0;-0,566;-0,773;"40"
"2836";0;0,328;0,425;"40"
"2837";1;-2,374;-0,424;"40"
"2838";0;-0,035;-0,459;"40"
"2839";0;-1,113;-2,007;"40"
"2840";0;-1,39;1,182;"40"
"2841";1;2,301;0,435;"40"
"2842";0;-1,645;0,091;"40"
"2843";1;-0,456;-0,883;"40"
"2844";0;1,043;-1,084;"40"
"2845";0;-0,015;0,311;"40"
"2846";0;-0,61;0,203;"40"
"2847";0;0,505;-0,165;"40"
"2848";1;1,126;0,951;"40"
"2849";1;0,158;-0,823;"40"
"2850";1;0,595;0,132;"40"
"2851";1;0,024;-0,47;"40"
"2852";1;0,664;1,225;"40"
"2853";0;0,208;1,173;"40"
"2854";0;-1,617;0,326;"40"
"2855";0;-0,478;0,856;"40"
"2856";1;-0,597;-0,241;"40"
"2857";1;2,098;-0,11;"40"
"2858";1;-0,79;-0,188;"40"
"2859";0;-0,558;0,732;"40"
"2860";0;-0,906;0,949;"40"
"2861";0;-0,788;2,606;"40"
"2862";1;1,623;1,269;"40"
"2863";1;-0,702;-0,465;"40"
"2864";0;0,985;0,175;"40"
"2865";0;1,536;0,688;"40"
"2866";1;-2,657;-1,94;"40"
"2867";1;-0,589;-1,737;"40"
"2868";1;-0,432;-1,414;"40"
"2869";0;2,324;-1,329;"40"
"2870";0;-0,032;0,839;"40"
"2871";0;-1,474;0,62;"40"
"2872";0;0,406;-1,616;"40"
"2873";0;-0,059;1,116;"40"
"2874";0;-0,469;1,804;"40"
"2875";0;1,076;1,209;"40"
"2876";1;-0,139;-0,884;"40"
"2877";0;1,157;-1,917;"40"
"2878";0;-0,35;0,157;"40"
"2879";0;0,51;-0,794;"40"
"2880";1;1,186;-1,355;"40"
"2881";0;2,175;0,578;"40"
"2882";0;0,334;-2,409;"40"
"2883";0;0,621;0,61;"40"
"2884";0;1,278;-0,147;"41"
"2885";0;-0,219;-0,504;"41"
"2886";0;1,069;-0,164;"41"
"2887";0;-0,088;-0,787;"41"
"2888";0;-0,419;-0,02;"41"
"2889";0;-0,048;-0,147;"41"
"2890";0;-0,564;0,001;"41"
"2891";1;-0,337;1,248;"41"
"2892";1;0,756;-0,317;"41"
"2893";0;0,036;-0,178;"41"
"2894";1;0,687;1,708;"41"
"2895";0;-0,197;0,36;"41"
"2896";1;0,364;1,134;"41"
"2897";0;-0,207;-1,008;"41"
"2898";0;-0,185;-1,458;"41"
"2899";0;-0,627;-0,763;"41"
"2900";1;-1,254;1,343;"41"
"2901";0;-1,347;1,28;"41"
"2902";0;0,525;0,583;"41"
"2903";0;0,512;-0,047;"41"
"2904";0;1,866;-0,785;"41"
"2905";1;0,875;1,185;"41"
"2906";0;0,564;-0,851;"41"
"2907";0;0,776;-0,868;"41"
"2908";0;0,314;-0,723;"41"
"2909";0;0,104;-0,319;"41"
"2910";0;0,585;0,381;"41"
"2911";0;1,836;-1,226;"41"
"2912";0;0,923;-1,922;"41"
"2913";0;-1,894;-0,393;"41"
"2914";0;0,129;0,026;"41"
"2915";0;0,006;0,113;"41"
"2916";0;-0,36;0,225;"41"
"2917";0;0,392;-1,69;"41"
"2918";0;0,226;-1,875;"41"
"2919";0;0,875;-0,521;"41"
"2920";1;1,76;1,013;"41"
"2921";0;-0,612;-0,064;"41"
"2922";0;-0,04;-0,053;"41"
"2923";0;0,568;-0,664;"41"
"2924";0;1,237;-0,237;"41"
"2925";0;-0,067;-1,262;"41"
"2926";0;0,578;-1,827;"41"
"2927";0;0,145;0,635;"41"
"2928";1;0,368;0,154;"41"
"2929";1;-0,905;0,86;"41"
"2930";0;-1,66;-2,018;"41"
"2931";1;-1,38;1,706;"41"
"2932";0;-0,392;0,251;"41"
"2933";0;0,074;-0,089;"41"
"2934";0;-0,357;-0,924;"41"
"2935";1;0,775;0,872;"41"
"2936";0;-0,244;0,948;"41"
"2937";0;1,135;-1,607;"41"
"2938";0;1,892;-0,314;"41"
"2939";0;-1,78;0,224;"41"
"2940";0;-0,284;-1,482;"41"
"2941";0;0,491;-0,521;"41"
"2942";0;0,928;0,083;"41"
"2943";0;-0,321;-2,722;"41"
"2944";0;-0,545;0,875;"41"
"2945";1;1,191;0,944;"41"
"2946";0;0,068;1,358;"41"
"2947";0;-1,24;-1,172;"41"
"2948";0;-0,188;1,762;"41"
"2949";1;3,31;0,196;"41"
"2950";0;0,314;-0,15;"41"
"2951";0;-1,099;0,968;"41"
"2952";0;-0,198;0,15;"41"
"2953";1;1,909;0,564;"41"
"2954";0;-0,557;-0,948;"41"
"2955";0;1,92;0,471;"41"
"2956";0;-1,552;0,609;"41"
"2957";0;-0,551;-1,974;"41"
"2958";0;-0,295;-0,256;"41"
"2959";1;0,87;1,102;"41"
"2960";1;-1,253;1,856;"41"
"2961";1;1,655;1,989;"41"
"2962";0;-1,106;-0,323;"41"
"2963";1;0,999;0,574;"41"
"2964";0;1,241;-0,449;"41"
"2965";0;1,753;0,354;"41"
"2966";1;0,374;0,5;"41"
"2967";0;0,538;0,007;"41"
"2968";1;0,69;-0,253;"41"
"2969";0;-2,037;-0,014;"41"
"2970";1;-1,268;1,838;"41"
"2971";0;0,63;-0,42;"41"
"2972";0;1,189;0,882;"41"
"2973";1;0,79;0,096;"42"
"2974";0;0,411;0,76;"42"
"2975";0;-0,044;-0,053;"42"
"2976";0;-1,347;1,33;"42"
"2977";1;1,434;0,172;"42"
"2978";1;-1,548;-0,779;"42"
"2979";0;-0,61;1,788;"42"
"2980";0;0,932;1,143;"42"
"2981";1;1,471;-1,803;"42"
"2982";0;-1,024;0,486;"42"
"2983";0;-0,5;0,631;"42"
"2984";0;0,022;0,204;"42"
"2985";0;0,115;-0,318;"42"
"2986";0;0,207;-0,026;"42"
"2987";0;0,348;0,209;"42"
"2988";0;-1,449;-0,561;"42"
"2989";0;0,765;0,211;"42"
"2990";0;0,66;-0,625;"42"
"2991";0;0,697;1,961;"42"
"2992";0;-2,908;-0,147;"42"
